year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases
2004,HRV,Croatia,EURO,45.8,16.0,HFRS,51,3,48,0.0599,41,10,0
2004,SVN,Slovenia,EURO,46.1,14.5,HFRS,28,0,28,0.0338,24,4,0
2004,GRC,Greece,EURO,37.97,23.73,HFRS,9,0,9,0.0472,7,1,0
2004,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,17,0,17,0.013,13,5,0
2005,ARG,Argentina,AMRO,-34.6,-58.4,HPS,75,22,53,0.2958,59,12,3
2005,CHL,Chile,AMRO,-33.4,-70.6,HPS,37,14,23,0.3841,28,5,0
2005,BRA,Brazil,AMRO,-15.8,-47.9,HPS,64,22,42,0.3553,58,15,0
2005,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,15,4,11,0.2778,13,4,0
2005,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,6,12,0.3552,16,4,0
2005,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.2049,2,0,0
2005,PAN,Panama,AMRO,9.0,-79.5,HPS,23,7,16,0.3222,16,2,0
2005,USA,USA,AMRO,38.9,-77.0,HPS,25,8,17,0.343,18,4,0
2005,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.3257,0,0,0
2005,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2683,0,0,0
2005,COL,Colombia,AMRO,4.7,-74.1,HPS,3,0,3,0.322,2,0,0
2005,CHN,China,WPRO,39.9,116.4,HFRS,12013,533,11480,0.0444,10751,1719,0
2005,KOR,South Korea,WPRO,37.6,127.0,HFRS,449,5,444,0.0121,341,135,0
2005,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.02,5,1,0
2005,TWN,Taiwan,WPRO,25.0,121.5,HFRS,9,0,9,0.0103,7,1,0
2005,RUS,Russia,EURO,55.8,37.6,HFRS,4206,86,4120,0.0205,2979,505,0
2005,FIN,Finland,EURO,60.2,24.9,HFRS,1304,1,1303,0.0015,1097,353,0
2005,DEU,Germany,EURO,52.5,13.4,HFRS,1232,1,1231,0.0016,913,160,0
2005,SWE,Sweden,EURO,59.3,18.1,HFRS,265,0,265,0.0031,187,71,0
2005,BEL,Belgium,EURO,50.8,4.4,HFRS,56,0,56,0.0021,49,18,0
2005,FRA,France,EURO,48.9,2.3,HFRS,114,0,114,0.0034,89,31,0
2005,HRV,Croatia,EURO,45.8,16.0,HFRS,36,2,34,0.0558,30,10,0
2005,SVN,Slovenia,EURO,46.1,14.5,HFRS,43,1,42,0.0293,35,11,0
2005,GRC,Greece,EURO,37.97,23.73,HFRS,9,0,9,0.0224,6,1,0
2005,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,16,0,16,0.0144,15,3,0
2006,ARG,Argentina,AMRO,-34.6,-58.4,HPS,55,17,38,0.3185,47,12,1
2006,CHL,Chile,AMRO,-33.4,-70.6,HPS,53,15,38,0.2843,50,19,1
2006,BRA,Brazil,AMRO,-15.8,-47.9,HPS,37,14,23,0.402,26,4,0
2006,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,7,2,5,0.3194,6,1,0
2006,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,5,13,0.2881,14,3,0
2006,URY,Uruguay,AMRO,-34.9,-56.2,HPS,8,1,7,0.206,7,2,0
2006,PAN,Panama,AMRO,9.0,-79.5,HPS,16,5,11,0.3588,13,4,0
2006,USA,USA,AMRO,38.9,-77.0,HPS,31,10,21,0.3422,23,6,0
2006,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.2774,4,1,0
2006,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2197,1,0,0
2006,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.2856,1,0,0
2006,CHN,China,WPRO,39.9,116.4,HFRS,13594,403,13191,0.0297,10356,3807,0
2006,KOR,South Korea,WPRO,37.6,127.0,HFRS,431,8,423,0.0203,340,101,0
2006,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0178,6,1,0
2006,TWN,Taiwan,WPRO,25.0,121.5,HFRS,10,0,10,0.0198,8,1,0
2006,RUS,Russia,EURO,55.8,37.6,HFRS,11888,280,11608,0.0236,9023,1519,0
2006,FIN,Finland,EURO,60.2,24.9,HFRS,912,2,910,0.0031,715,255,0
2006,DEU,Germany,EURO,52.5,13.4,HFRS,848,1,847,0.0017,724,236,0
2006,SWE,Sweden,EURO,59.3,18.1,HFRS,143,0,143,0.0015,101,33,0
2006,BEL,Belgium,EURO,50.8,4.4,HFRS,136,0,136,0.0019,123,43,0
2006,FRA,France,EURO,48.9,2.3,HFRS,100,0,100,0.0036,75,13,0
2006,HRV,Croatia,EURO,45.8,16.0,HFRS,51,1,50,0.0223,42,16,0
2006,SVN,Slovenia,EURO,46.1,14.5,HFRS,22,0,22,0.0137,17,6,0
2006,GRC,Greece,EURO,37.97,23.73,HFRS,13,0,13,0.0403,9,1,0
2006,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,17,0,17,0.0293,11,4,0
2007,ARG,Argentina,AMRO,-34.6,-58.4,HPS,103,34,69,0.3302,83,23,2
2007,CHL,Chile,AMRO,-33.4,-70.6,HPS,53,14,39,0.2709,37,8,1
2007,BRA,Brazil,AMRO,-15.8,-47.9,HPS,39,15,24,0.401,36,6,0
2007,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,13,4,9,0.3166,11,2,0
2007,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,6,12,0.3541,16,5,0
2007,URY,Uruguay,AMRO,-34.9,-56.2,HPS,5,1,4,0.2927,4,1,0
2007,PAN,Panama,AMRO,9.0,-79.5,HPS,8,3,5,0.3896,6,1,0
2007,USA,USA,AMRO,38.9,-77.0,HPS,15,5,10,0.3659,11,3,0
2007,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3355,1,0,0
2007,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,3,0,3,0.261,2,0,0
2007,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.3608,3,0,0
2007,CHN,China,WPRO,39.9,116.4,HFRS,7697,282,7415,0.0367,6942,2364,0
2007,KOR,South Korea,WPRO,37.6,127.0,HFRS,614,11,603,0.0187,555,99,0
2007,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0101,9,2,0
2007,TWN,Taiwan,WPRO,25.0,121.5,HFRS,8,0,8,0.0309,6,1,0
2007,RUS,Russia,EURO,55.8,37.6,HFRS,5383,114,5269,0.0212,4073,685,0
2007,FIN,Finland,EURO,60.2,24.9,HFRS,1603,5,1598,0.0037,1370,364,0
2007,DEU,Germany,EURO,52.5,13.4,HFRS,794,2,792,0.0036,658,177,0
2007,SWE,Sweden,EURO,59.3,18.1,HFRS,106,0,106,0.002,84,20,0
2007,BEL,Belgium,EURO,50.8,4.4,HFRS,125,0,125,0.0021,106,36,0
2007,FRA,France,EURO,48.9,2.3,HFRS,124,0,124,0.0032,116,17,0
2007,HRV,Croatia,EURO,45.8,16.0,HFRS,45,0,45,0.0203,38,14,0
2007,SVN,Slovenia,EURO,46.1,14.5,HFRS,32,1,31,0.0378,22,8,0
2007,GRC,Greece,EURO,37.97,23.73,HFRS,14,0,14,0.0241,11,2,0
2007,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.0161,7,1,0
2008,ARG,Argentina,AMRO,-34.6,-58.4,HPS,73,21,52,0.2916,64,13,1
2008,CHL,Chile,AMRO,-33.4,-70.6,HPS,26,7,19,0.2772,22,4,0
2008,BRA,Brazil,AMRO,-15.8,-47.9,HPS,76,24,52,0.316,63,13,0
2008,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,17,5,12,0.3225,15,4,0
2008,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,7,2,5,0.3213,6,1,0
2008,URY,Uruguay,AMRO,-34.9,-56.2,HPS,8,2,6,0.3326,6,1,0
2008,PAN,Panama,AMRO,9.0,-79.5,HPS,21,6,15,0.3117,19,7,0
2008,USA,USA,AMRO,38.9,-77.0,HPS,19,6,13,0.3237,17,3,0
2008,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.3051,4,0,0
2008,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2678,1,0,0
2008,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.3794,3,0,0
2008,CHN,China,WPRO,39.9,116.4,HFRS,4351,155,4196,0.0357,3706,1062,0
2008,KOR,South Korea,WPRO,37.6,127.0,HFRS,320,5,315,0.0178,271,74,0
2008,JPN,Japan,WPRO,35.7,139.7,HFRS,17,0,17,0.0127,14,3,0
2008,TWN,Taiwan,WPRO,25.0,121.5,HFRS,8,0,8,0.0315,6,2,0
2008,RUS,Russia,EURO,55.8,37.6,HFRS,4374,57,4317,0.0131,3853,1135,0
2008,FIN,Finland,EURO,60.2,24.9,HFRS,1053,1,1052,0.0013,759,283,0
2008,DEU,Germany,EURO,52.5,13.4,HFRS,599,1,598,0.002,453,108,0
2008,SWE,Sweden,EURO,59.3,18.1,HFRS,118,0,118,0.0026,84,29,0
2008,BEL,Belgium,EURO,50.8,4.4,HFRS,80,0,80,0.0021,73,22,0
2008,FRA,France,EURO,48.9,2.3,HFRS,95,0,95,0.002,74,23,0
2008,HRV,Croatia,EURO,45.8,16.0,HFRS,107,4,103,0.0465,89,29,0
2008,SVN,Slovenia,EURO,46.1,14.5,HFRS,44,0,44,0.0118,36,14,0
2008,GRC,Greece,EURO,37.97,23.73,HFRS,10,0,10,0.0476,7,1,0
2008,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,6,0,6,0.019,5,1,0
2009,ARG,Argentina,AMRO,-34.6,-58.4,HPS,114,36,78,0.3193,106,22,2
2009,CHL,Chile,AMRO,-33.4,-70.6,HPS,29,11,18,0.3989,27,7,1
2009,BRA,Brazil,AMRO,-15.8,-47.9,HPS,65,25,40,0.3935,46,15,0
2009,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,6,2,4,0.3739,5,1,0
2009,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,7,1,6,0.2685,5,1,0
2009,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,1,2,0.3405,2,0,0
2009,PAN,Panama,AMRO,9.0,-79.5,HPS,17,5,12,0.3171,14,3,0
2009,USA,USA,AMRO,38.9,-77.0,HPS,35,12,23,0.3497,33,11,0
2009,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.371,1,0,0
2009,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.3317,1,0,0
2009,COL,Colombia,AMRO,4.7,-74.1,HPS,5,1,4,0.2957,3,0,0
2009,CHN,China,WPRO,39.9,116.4,HFRS,5862,221,5641,0.0378,4610,1815,0
2009,KOR,South Korea,WPRO,37.6,127.0,HFRS,533,14,519,0.0264,390,142,0
2009,JPN,Japan,WPRO,35.7,139.7,HFRS,16,0,16,0.0197,13,4,0
2009,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0251,3,0,0
2009,RUS,Russia,EURO,55.8,37.6,HFRS,6320,76,6244,0.012,4464,820,0
2009,FIN,Finland,EURO,60.2,24.9,HFRS,2123,6,2117,0.0032,1998,515,0
2009,DEU,Germany,EURO,52.5,13.4,HFRS,724,1,723,0.0025,586,103,0
2009,SWE,Sweden,EURO,59.3,18.1,HFRS,266,0,266,0.0016,227,70,0
2009,BEL,Belgium,EURO,50.8,4.4,HFRS,69,0,69,0.0011,61,16,0
2009,FRA,France,EURO,48.9,2.3,HFRS,46,0,46,0.004,32,10,0
2009,HRV,Croatia,EURO,45.8,16.0,HFRS,106,3,103,0.0296,77,13,0
2009,SVN,Slovenia,EURO,46.1,14.5,HFRS,35,0,35,0.013,30,4,0
2009,GRC,Greece,EURO,37.97,23.73,HFRS,17,1,16,0.0599,15,4,0
2009,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.0225,6,1,0
2010,ARG,Argentina,AMRO,-34.6,-58.4,HPS,58,19,39,0.333,47,9,1
2010,CHL,Chile,AMRO,-33.4,-70.6,HPS,45,16,29,0.3741,39,13,0
2010,BRA,Brazil,AMRO,-15.8,-47.9,HPS,60,22,38,0.3722,42,9,0
2010,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,16,4,12,0.2706,13,2,0
2010,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,7,1,6,0.2586,6,2,0
2010,URY,Uruguay,AMRO,-34.9,-56.2,HPS,10,2,8,0.2732,7,2,0
2010,PAN,Panama,AMRO,9.0,-79.5,HPS,19,7,12,0.3767,13,3,0
2010,USA,USA,AMRO,38.9,-77.0,HPS,15,4,11,0.3325,13,3,0
2010,CAN,Canada,AMRO,45.4,-75.7,HPS,3,0,3,0.3013,2,0,0
2010,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,3,1,2,0.3433,2,0,0
2010,COL,Colombia,AMRO,4.7,-74.1,HPS,5,1,4,0.3156,3,1,0
2010,CHN,China,WPRO,39.9,116.4,HFRS,4377,201,4176,0.0461,3568,1103,0
2010,KOR,South Korea,WPRO,37.6,127.0,HFRS,542,15,527,0.0279,465,141,0
2010,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0204,3,1,0
2010,TWN,Taiwan,WPRO,25.0,121.5,HFRS,9,0,9,0.0304,6,1,0
2010,RUS,Russia,EURO,55.8,37.6,HFRS,9114,110,9004,0.0122,6542,1001,0
2010,FIN,Finland,EURO,60.2,24.9,HFRS,2081,8,2073,0.004,1640,367,0
2010,DEU,Germany,EURO,52.5,13.4,HFRS,763,2,761,0.0033,660,129,0
2010,SWE,Sweden,EURO,59.3,18.1,HFRS,145,0,145,0.0013,125,42,0
2010,BEL,Belgium,EURO,50.8,4.4,HFRS,84,0,84,0.001,60,23,0
2010,FRA,France,EURO,48.9,2.3,HFRS,70,0,70,0.0033,59,14,0
2010,HRV,Croatia,EURO,45.8,16.0,HFRS,46,1,45,0.0249,39,13,0
2010,SVN,Slovenia,EURO,46.1,14.5,HFRS,53,1,52,0.0259,37,14,0
2010,GRC,Greece,EURO,37.97,23.73,HFRS,23,0,23,0.0317,21,6,0
2010,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,12,0,12,0.025,10,3,0
2011,ARG,Argentina,AMRO,-34.6,-58.4,HPS,59,14,45,0.2507,54,11,1
2011,CHL,Chile,AMRO,-33.4,-70.6,HPS,47,14,33,0.3159,40,15,0
2011,BRA,Brazil,AMRO,-15.8,-47.9,HPS,39,12,27,0.3296,35,10,0
2011,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,9,3,6,0.3724,8,2,0
2011,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,25,6,19,0.2604,22,5,0
2011,URY,Uruguay,AMRO,-34.9,-56.2,HPS,9,2,7,0.3093,8,2,0
2011,PAN,Panama,AMRO,9.0,-79.5,HPS,13,4,9,0.3318,12,4,0
2011,USA,USA,AMRO,38.9,-77.0,HPS,12,3,9,0.3165,8,2,0
2011,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.2778,4,1,0
2011,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,3,0,3,0.2813,2,0,0
2011,COL,Colombia,AMRO,4.7,-74.1,HPS,3,1,2,0.3348,2,0,0
2011,CHN,China,WPRO,39.9,116.4,HFRS,10405,420,9985,0.0404,7699,2043,0
2011,KOR,South Korea,WPRO,37.6,127.0,HFRS,204,3,201,0.0149,179,71,0
2011,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.018,5,1,0
2011,TWN,Taiwan,WPRO,25.0,121.5,HFRS,9,0,9,0.032,7,1,0
2011,RUS,Russia,EURO,55.8,37.6,HFRS,6033,202,5831,0.0335,5059,765,0
2011,FIN,Finland,EURO,60.2,24.9,HFRS,1751,1,1750,0.0011,1552,311,0
2011,DEU,Germany,EURO,52.5,13.4,HFRS,1396,2,1394,0.0021,1091,204,0
2011,SWE,Sweden,EURO,59.3,18.1,HFRS,179,0,179,0.0036,169,40,0
2011,BEL,Belgium,EURO,50.8,4.4,HFRS,108,0,108,0.0024,99,29,0
2011,FRA,France,EURO,48.9,2.3,HFRS,80,0,80,0.0022,69,10,0
2011,HRV,Croatia,EURO,45.8,16.0,HFRS,78,2,76,0.0342,70,12,0
2011,SVN,Slovenia,EURO,46.1,14.5,HFRS,50,1,49,0.0244,43,7,0
2011,GRC,Greece,EURO,37.97,23.73,HFRS,18,0,18,0.0425,15,4,0
2011,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,13,0,13,0.0261,9,3,0
2012,ARG,Argentina,AMRO,-34.6,-58.4,HPS,106,22,84,0.2116,75,17,4
2012,CHL,Chile,AMRO,-33.4,-70.6,HPS,66,24,42,0.3683,54,14,0
2012,BRA,Brazil,AMRO,-15.8,-47.9,HPS,57,20,37,0.3651,41,8,0
2012,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,14,5,9,0.3603,13,4,0
2012,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,20,5,15,0.2874,17,5,0
2012,URY,Uruguay,AMRO,-34.9,-56.2,HPS,4,1,3,0.2615,3,0,0
2012,PAN,Panama,AMRO,9.0,-79.5,HPS,24,8,16,0.3382,17,4,0
2012,USA,USA,AMRO,38.9,-77.0,HPS,21,6,15,0.3026,14,5,0
2012,CAN,Canada,AMRO,45.4,-75.7,HPS,3,0,3,0.3174,2,0,0
2012,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2644,0,0,0
2012,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3704,1,0,0
2012,CHN,China,WPRO,39.9,116.4,HFRS,5199,68,5131,0.0132,4585,1256,0
2012,KOR,South Korea,WPRO,37.6,127.0,HFRS,427,10,417,0.0246,380,72,0
2012,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0127,10,3,0
2012,TWN,Taiwan,WPRO,25.0,121.5,HFRS,13,0,13,0.0121,9,1,0
2012,RUS,Russia,EURO,55.8,37.6,HFRS,5189,90,5099,0.0174,4807,1020,0
2012,FIN,Finland,EURO,60.2,24.9,HFRS,988,3,985,0.004,802,276,0
2012,DEU,Germany,EURO,52.5,13.4,HFRS,467,1,466,0.0025,330,54,0
2012,SWE,Sweden,EURO,59.3,18.1,HFRS,335,0,335,0.0014,279,70,0
2012,BEL,Belgium,EURO,50.8,4.4,HFRS,95,0,95,0.0028,67,21,0
2012,FRA,France,EURO,48.9,2.3,HFRS,140,0,140,0.0027,130,21,0
2012,HRV,Croatia,EURO,45.8,16.0,HFRS,62,1,61,0.0304,54,21,0
2012,SVN,Slovenia,EURO,46.1,14.5,HFRS,33,0,33,0.0296,24,6,0
2012,GRC,Greece,EURO,37.97,23.73,HFRS,16,0,16,0.0589,13,3,0
2012,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,6,0,6,0.013,4,0,0
2013,ARG,Argentina,AMRO,-34.6,-58.4,HPS,154,43,111,0.2842,127,22,6
2013,CHL,Chile,AMRO,-33.4,-70.6,HPS,69,17,52,0.2602,60,17,0
2013,BRA,Brazil,AMRO,-15.8,-47.9,HPS,70,26,44,0.3727,51,19,0
2013,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,19,6,13,0.3504,15,3,0
2013,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,21,6,15,0.3073,15,4,0
2013,URY,Uruguay,AMRO,-34.9,-56.2,HPS,9,2,7,0.2689,6,2,0
2013,PAN,Panama,AMRO,9.0,-79.5,HPS,15,4,11,0.2888,11,2,0
2013,USA,USA,AMRO,38.9,-77.0,HPS,35,12,23,0.3519,26,9,0
2013,CAN,Canada,AMRO,45.4,-75.7,HPS,6,2,4,0.3632,4,1,0
2013,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,4,1,3,0.3158,2,0,0
2013,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.3864,3,0,0
2013,CHN,China,WPRO,39.9,116.4,HFRS,4842,175,4667,0.0363,4384,1074,0
2013,KOR,South Korea,WPRO,37.6,127.0,HFRS,603,17,586,0.0293,452,126,0
2013,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0259,6,1,0
2013,TWN,Taiwan,WPRO,25.0,121.5,HFRS,12,0,12,0.0219,11,3,0
2013,RUS,Russia,EURO,55.8,37.6,HFRS,4288,132,4156,0.0309,3851,882,0
2013,FIN,Finland,EURO,60.2,24.9,HFRS,1840,8,1832,0.0046,1415,560,0
2013,DEU,Germany,EURO,52.5,13.4,HFRS,546,0,546,0.0016,407,152,0
2013,SWE,Sweden,EURO,59.3,18.1,HFRS,270,0,270,0.0015,218,66,0
2013,BEL,Belgium,EURO,50.8,4.4,HFRS,60,0,60,0.0028,54,14,0
2013,FRA,France,EURO,48.9,2.3,HFRS,140,0,140,0.0023,132,41,0
2013,HRV,Croatia,EURO,45.8,16.0,HFRS,79,2,77,0.0266,72,18,0
2013,SVN,Slovenia,EURO,46.1,14.5,HFRS,28,0,28,0.0104,23,6,0
2013,GRC,Greece,EURO,37.97,23.73,HFRS,21,1,20,0.0556,15,4,0
2013,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,7,0,7,0.0272,6,1,0
2014,ARG,Argentina,AMRO,-34.6,-58.4,HPS,140,34,106,0.2472,114,40,3
2014,CHL,Chile,AMRO,-33.4,-70.6,HPS,47,15,32,0.3241,42,9,0
2014,BRA,Brazil,AMRO,-15.8,-47.9,HPS,94,39,55,0.4239,68,14,0
2014,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,8,2,6,0.3022,6,2,0
2014,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,22,7,15,0.3193,17,6,0
2014,URY,Uruguay,AMRO,-34.9,-56.2,HPS,7,2,5,0.3469,6,1,0
2014,PAN,Panama,AMRO,9.0,-79.5,HPS,28,8,20,0.2988,24,4,0
2014,USA,USA,AMRO,38.9,-77.0,HPS,18,6,12,0.3856,13,4,0
2014,CAN,Canada,AMRO,45.4,-75.7,HPS,3,1,2,0.3336,2,0,0
2014,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2319,1,0,0
2014,COL,Colombia,AMRO,4.7,-74.1,HPS,5,1,4,0.3907,4,1,0
2014,CHN,China,WPRO,39.9,116.4,HFRS,11406,417,10989,0.0366,8726,3287,0
2014,KOR,South Korea,WPRO,37.6,127.0,HFRS,548,11,537,0.0212,398,104,0
2014,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0273,8,1,0
2014,TWN,Taiwan,WPRO,25.0,121.5,HFRS,14,0,14,0.0133,11,1,0
2014,RUS,Russia,EURO,55.8,37.6,HFRS,8747,328,8419,0.0375,6735,2455,0
2014,FIN,Finland,EURO,60.2,24.9,HFRS,987,4,983,0.0046,876,307,0
2014,DEU,Germany,EURO,52.5,13.4,HFRS,418,1,417,0.0039,368,83,0
2014,SWE,Sweden,EURO,59.3,18.1,HFRS,315,0,315,0.0018,289,51,0
2014,BEL,Belgium,EURO,50.8,4.4,HFRS,141,0,141,0.0021,102,21,0
2014,FRA,France,EURO,48.9,2.3,HFRS,41,0,41,0.0024,31,9,0
2014,HRV,Croatia,EURO,45.8,16.0,HFRS,53,1,52,0.032,46,7,0
2014,SVN,Slovenia,EURO,46.1,14.5,HFRS,66,2,64,0.0356,57,17,0
2014,GRC,Greece,EURO,37.97,23.73,HFRS,24,0,24,0.0274,17,3,0
2014,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,15,0,15,0.0107,12,4,0
2015,ARG,Argentina,AMRO,-34.6,-58.4,HPS,164,45,119,0.2782,117,41,4
2015,CHL,Chile,AMRO,-33.4,-70.6,HPS,33,8,25,0.2641,30,9,1
2015,BRA,Brazil,AMRO,-15.8,-47.9,HPS,111,42,69,0.3858,92,23,0
2015,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,11,3,8,0.3152,9,2,0
2015,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,28,8,20,0.2909,23,7,0
2015,URY,Uruguay,AMRO,-34.9,-56.2,HPS,8,2,6,0.3054,6,1,0
2015,PAN,Panama,AMRO,9.0,-79.5,HPS,13,3,10,0.3077,10,3,0
2015,USA,USA,AMRO,38.9,-77.0,HPS,44,15,29,0.3601,38,10,0
2015,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.2592,3,0,0
2015,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2068,1,0,0
2015,COL,Colombia,AMRO,4.7,-74.1,HPS,7,2,5,0.2997,5,0,0
2015,CHN,China,WPRO,39.9,116.4,HFRS,9523,202,9321,0.0212,7158,1998,0
2015,KOR,South Korea,WPRO,37.6,127.0,HFRS,202,2,200,0.0102,152,24,0
2015,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.0168,5,1,0
2015,TWN,Taiwan,WPRO,25.0,121.5,HFRS,9,0,9,0.0188,8,1,0
2015,RUS,Russia,EURO,55.8,37.6,HFRS,3610,102,3508,0.0285,2629,621,0
2015,FIN,Finland,EURO,60.2,24.9,HFRS,1280,5,1275,0.0045,1053,342,0
2015,DEU,Germany,EURO,52.5,13.4,HFRS,1432,1,1431,0.0014,1100,273,0
2015,SWE,Sweden,EURO,59.3,18.1,HFRS,209,0,209,0.0022,193,63,0
2015,BEL,Belgium,EURO,50.8,4.4,HFRS,129,0,129,0.0016,116,45,0
2015,FRA,France,EURO,48.9,2.3,HFRS,125,0,125,0.001,107,17,0
2015,HRV,Croatia,EURO,45.8,16.0,HFRS,50,1,49,0.0224,42,13,0
2015,SVN,Slovenia,EURO,46.1,14.5,HFRS,25,0,25,0.0215,20,4,0
2015,GRC,Greece,EURO,37.97,23.73,HFRS,9,0,9,0.0368,7,1,0
2015,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,6,0,6,0.0171,5,1,0
2016,ARG,Argentina,AMRO,-34.6,-58.4,HPS,145,36,109,0.2543,123,18,4
2016,CHL,Chile,AMRO,-33.4,-70.6,HPS,88,30,58,0.3419,80,26,0
2016,BRA,Brazil,AMRO,-15.8,-47.9,HPS,117,36,81,0.31,97,17,0
2016,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,6,1,5,0.3133,4,1,0
2016,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,21,4,17,0.227,15,4,0
2016,URY,Uruguay,AMRO,-34.9,-56.2,HPS,6,1,5,0.3094,5,1,0
2016,PAN,Panama,AMRO,9.0,-79.5,HPS,30,9,21,0.3145,26,5,0
2016,USA,USA,AMRO,38.9,-77.0,HPS,23,8,15,0.3789,18,6,0
2016,CAN,Canada,AMRO,45.4,-75.7,HPS,6,2,4,0.3615,5,1,0
2016,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2873,1,0,0
2016,COL,Colombia,AMRO,4.7,-74.1,HPS,6,2,4,0.3533,4,0,0
2016,CHN,China,WPRO,39.9,116.4,HFRS,7672,120,7552,0.0157,7077,1673,0
2016,KOR,South Korea,WPRO,37.6,127.0,HFRS,280,2,278,0.0105,241,74,0
2016,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0114,7,1,0
2016,TWN,Taiwan,WPRO,25.0,121.5,HFRS,11,0,11,0.0282,8,1,0
2016,RUS,Russia,EURO,55.8,37.6,HFRS,10335,244,10091,0.0236,9012,1668,0
2016,FIN,Finland,EURO,60.2,24.9,HFRS,1228,1,1227,0.0011,1014,396,0
2016,DEU,Germany,EURO,52.5,13.4,HFRS,799,0,799,0.0011,565,139,0
