year,month,country,syndrome,confirmed_cases,deaths,case_fatality_rate
2022,8,China,HFRS,421,2,0.0048
2022,8,Finland,HFRS,80,0,0.0
2022,8,Germany,HFRS,200,1,0.005
2022,9,Argentina,HPS,2,0,0.0
2022,9,Chile,HPS,3,1,0.3333
2022,9,Brazil,HPS,4,1,0.25
2022,9,USA,HPS,1,0,0.0
2022,9,China,HFRS,553,5,0.009
2022,9,Finland,HFRS,96,0,0.0
2022,9,Germany,HFRS,41,0,0.0
2022,10,Argentina,HPS,2,0,0.0
2022,10,Chile,HPS,2,0,0.0
2022,10,Brazil,HPS,3,1,0.3333
2022,10,USA,HPS,0,0,0.0
2022,10,China,HFRS,354,1,0.0028
2022,10,Finland,HFRS,123,0,0.0
2022,10,Germany,HFRS,35,0,0.0
2022,11,Argentina,HPS,5,1,0.2
2022,11,Chile,HPS,4,1,0.25
2022,11,Brazil,HPS,4,1,0.25
2022,11,USA,HPS,0,0,0.0
2022,11,China,HFRS,968,4,0.0041
2022,11,Finland,HFRS,204,0,0.0
2022,11,Germany,HFRS,18,0,0.0
2022,12,Argentina,HPS,3,1,0.3333
2022,12,Chile,HPS,1,0,0.0
2022,12,Brazil,HPS,7,1,0.1429
2022,12,USA,HPS,1,0,0.0
2022,12,China,HFRS,1017,9,0.0088
2022,12,Finland,HFRS,186,1,0.0054
2022,12,Germany,HFRS,19,0,0.0
2023,1,Argentina,HPS,2,0,0.0
2023,1,Chile,HPS,4,1,0.25
2023,1,Brazil,HPS,7,2,0.2857
2023,1,USA,HPS,1,0,0.0
2023,1,China,HFRS,1595,6,0.0038
2023,1,Finland,HFRS,231,1,0.0043
2023,1,Germany,HFRS,34,0,0.0
2023,2,Argentina,HPS,8,2,0.25
2023,2,Chile,HPS,2,0,0.0
2023,2,Brazil,HPS,6,2,0.3333
2023,2,USA,HPS,1,0,0.0
2023,2,China,HFRS,559,1,0.0018
2023,2,Finland,HFRS,55,0,0.0
2023,2,Germany,HFRS,13,0,0.0
2023,3,Argentina,HPS,10,3,0.3
2023,3,Chile,HPS,2,0,0.0
2023,3,Brazil,HPS,2,0,0.0
2023,3,USA,HPS,2,0,0.0
2023,3,China,HFRS,705,2,0.0028
2023,3,Finland,HFRS,106,0,0.0
2023,3,Germany,HFRS,44,0,0.0
2023,4,Argentina,HPS,31,8,0.2581
2023,4,Chile,HPS,7,2,0.2857
2023,4,Brazil,HPS,7,2,0.2857
2023,4,USA,HPS,1,0,0.0
2023,4,China,HFRS,238,1,0.0042
2023,4,Finland,HFRS,50,0,0.0
2023,4,Germany,HFRS,26,0,0.0
2023,5,Argentina,HPS,30,11,0.3667
2023,5,Chile,HPS,11,2,0.1818
2023,5,Brazil,HPS,11,3,0.2727
2023,5,USA,HPS,4,1,0.25
2023,5,China,HFRS,2482,18,0.0073
2023,5,Finland,HFRS,54,0,0.0
2023,5,Germany,HFRS,85,0,0.0
2023,6,Argentina,HPS,38,10,0.2632
2023,6,Chile,HPS,6,2,0.3333
2023,6,Brazil,HPS,15,5,0.3333
2023,6,USA,HPS,2,0,0.0
2023,6,China,HFRS,1685,4,0.0024
2023,6,Finland,HFRS,75,0,0.0
2023,6,Germany,HFRS,117,0,0.0
2023,7,Argentina,HPS,15,4,0.2667
2023,7,Chile,HPS,6,2,0.3333
2023,7,Brazil,HPS,7,2,0.2857
2023,7,USA,HPS,2,0,0.0
2023,7,China,HFRS,814,2,0.0025
2023,7,Finland,HFRS,105,0,0.0
2023,7,Germany,HFRS,179,1,0.0056
2023,8,Argentina,HPS,9,2,0.2222
2023,8,Chile,HPS,14,3,0.2143
2023,8,Brazil,HPS,11,4,0.3636
2023,8,USA,HPS,1,0,0.0
2023,8,China,HFRS,702,3,0.0043
2023,8,Finland,HFRS,103,0,0.0
2023,8,Germany,HFRS,154,1,0.0065
2023,9,Argentina,HPS,2,0,0.0
2023,9,Chile,HPS,3,0,0.0
2023,9,Brazil,HPS,6,2,0.3333
2023,9,USA,HPS,1,0,0.0
2023,9,China,HFRS,838,4,0.0048
2023,9,Finland,HFRS,65,0,0.0
2023,9,Germany,HFRS,50,0,0.0
2023,10,Argentina,HPS,8,2,0.25
2023,10,Chile,HPS,2,0,0.0
2023,10,Brazil,HPS,6,1,0.1667
2023,10,USA,HPS,1,0,0.0
2023,10,China,HFRS,610,4,0.0066
2023,10,Finland,HFRS,381,3,0.0079
2023,10,Germany,HFRS,28,0,0.0
2023,11,Argentina,HPS,5,1,0.2
2023,11,Chile,HPS,3,1,0.3333
2023,11,Brazil,HPS,3,1,0.3333
2023,11,USA,HPS,0,0,0.0
2023,11,China,HFRS,2327,8,0.0034
2023,11,Finland,HFRS,202,1,0.005
2023,11,Germany,HFRS,32,0,0.0
2023,12,Argentina,HPS,10,3,0.3
2023,12,Chile,HPS,5,1,0.2
2023,12,Brazil,HPS,4,1,0.25
2023,12,USA,HPS,1,0,0.0
2023,12,China,HFRS,1506,8,0.0053
2023,12,Finland,HFRS,143,0,0.0
2023,12,Germany,HFRS,12,0,0.0
2024,1,Argentina,HPS,10,2,0.2
2024,1,Chile,HPS,3,1,0.3333
2024,1,Brazil,HPS,4,1,0.25
2024,1,USA,HPS,1,0,0.0
2024,1,China,HFRS,2847,23,0.0081
2024,1,Finland,HFRS,441,2,0.0045
2024,1,Germany,HFRS,26,0,0.0
2024,2,Argentina,HPS,2,0,0.0
2024,2,Chile,HPS,1,0,0.0
2024,2,Brazil,HPS,6,2,0.3333
2024,2,USA,HPS,1,0,0.0
2024,2,China,HFRS,766,3,0.0039
2024,2,Finland,HFRS,97,0,0.0
2024,2,Germany,HFRS,44,0,0.0
2024,3,Argentina,HPS,3,0,0.0
2024,3,Chile,HPS,1,0,0.0
2024,3,Brazil,HPS,4,1,0.25
2024,3,USA,HPS,0,0,0.0
2024,3,China,HFRS,219,1,0.0046
2024,3,Finland,HFRS,71,0,0.0
2024,3,Germany,HFRS,40,0,0.0
2024,4,Argentina,HPS,43,15,0.3488
2024,4,Chile,HPS,21,6,0.2857
2024,4,Brazil,HPS,3,0,0.0
2024,4,USA,HPS,1,0,0.0
2024,4,China,HFRS,395,2,0.0051
2024,4,Finland,HFRS,71,0,0.0
2024,4,Germany,HFRS,18,0,0.0
2024,5,Argentina,HPS,31,12,0.3871
2024,5,Chile,HPS,17,6,0.3529
2024,5,Brazil,HPS,25,8,0.32
2024,5,USA,HPS,3,1,0.3333
2024,5,China,HFRS,2545,17,0.0067
2024,5,Finland,HFRS,65,0,0.0
2024,5,Germany,HFRS,108,0,0.0
2024,6,Argentina,HPS,16,5,0.3125
2024,6,Chile,HPS,8,2,0.25
2024,6,Brazil,HPS,17,5,0.2941
2024,6,USA,HPS,5,1,0.2
2024,6,China,HFRS,2362,11,0.0047
2024,6,Finland,HFRS,102,0,0.0
2024,6,Germany,HFRS,137,0,0.0
2024,7,Argentina,HPS,35,8,0.2286
2024,7,Chile,HPS,13,3,0.2308
2024,7,Brazil,HPS,29,7,0.2414
2024,7,USA,HPS,5,1,0.2
2024,7,China,HFRS,517,1,0.0019
2024,7,Finland,HFRS,105,0,0.0
2024,7,Germany,HFRS,157,0,0.0
2024,8,Argentina,HPS,6,1,0.1667
2024,8,Chile,HPS,6,1,0.1667
2024,8,Brazil,HPS,27,7,0.2593
2024,8,USA,HPS,0,0,0.0
2024,8,China,HFRS,708,1,0.0014
2024,8,Finland,HFRS,72,0,0.0
2024,8,Germany,HFRS,56,0,0.0
2024,9,Argentina,HPS,9,2,0.2222
2024,9,Chile,HPS,1,0,0.0
2024,9,Brazil,HPS,6,1,0.1667
2024,9,USA,HPS,1,0,0.0
2024,9,China,HFRS,493,3,0.0061
2024,9,Finland,HFRS,71,0,0.0
2024,9,Germany,HFRS,25,0,0.0
2024,10,Argentina,HPS,5,1,0.2
2024,10,Chile,HPS,4,1,0.25
2024,10,Brazil,HPS,7,2,0.2857
2024,10,USA,HPS,1,0,0.0
2024,10,China,HFRS,383,2,0.0052
2024,10,Finland,HFRS,259,1,0.0039
2024,10,Germany,HFRS,43,0,0.0
2024,11,Argentina,HPS,5,1,0.2
2024,11,Chile,HPS,1,0,0.0
2024,11,Brazil,HPS,7,2,0.2857
2024,11,USA,HPS,1,0,0.0
2024,11,China,HFRS,1761,15,0.0085
2024,11,Finland,HFRS,295,1,0.0034
2024,11,Germany,HFRS,16,0,0.0
2024,12,Argentina,HPS,10,3,0.3
2024,12,Chile,HPS,3,0,0.0
2024,12,Brazil,HPS,5,1,0.2
2024,12,USA,HPS,1,0,0.0
2024,12,China,HFRS,2428,19,0.0078
2024,12,Finland,HFRS,242,2,0.0083
2024,12,Germany,HFRS,39,0,0.0
2025,1,Argentina,HPS,9,2,0.2222
2025,1,Chile,HPS,3,0,0.0
2025,1,Brazil,HPS,9,3,0.3333
2025,1,USA,HPS,1,0,0.0
2025,1,China,HFRS,1315,10,0.0076
2025,1,Finland,HFRS,265,1,0.0038
2025,1,Germany,HFRS,37,0,0.0
2025,2,Argentina,HPS,6,1,0.1667
2025,2,Chile,HPS,2,0,0.0
2025,2,Brazil,HPS,3,0,0.0
2025,2,USA,HPS,0,0,0.0
2025,2,China,HFRS,477,3,0.0063
2025,2,Finland,HFRS,25,0,0.0
2025,2,Germany,HFRS,30,0,0.0
2025,3,Argentina,HPS,12,3,0.25
2025,3,Chile,HPS,4,1,0.25
2025,3,Brazil,HPS,5,1,0.2
2025,3,USA,HPS,0,0,0.0
2025,3,China,HFRS,696,6,0.0086
2025,3,Finland,HFRS,80,0,0.0
2025,3,Germany,HFRS,51,0,0.0
2025,4,Argentina,HPS,28,9,0.3214
2025,4,Chile,HPS,23,8,0.3478
2025,4,Brazil,HPS,3,1,0.3333
2025,4,USA,HPS,1,0,0.0
2025,4,China,HFRS,452,1,0.0022
2025,4,Finland,HFRS,49,0,0.0
2025,4,Germany,HFRS,38,0,0.0
2025,5,Argentina,HPS,57,17,0.2982
2025,5,Chile,HPS,24,7,0.2917
2025,5,Brazil,HPS,36,9,0.25
2025,5,USA,HPS,8,2,0.25
2025,5,China,HFRS,1713,13,0.0076
2025,5,Finland,HFRS,57,0,0.0
2025,5,Germany,HFRS,127,1,0.0079
2025,6,Argentina,HPS,23,5,0.2174
2025,6,Chile,HPS,13,4,0.3077
2025,6,Brazil,HPS,14,4,0.2857
2025,6,USA,HPS,4,1,0.25
2025,6,China,HFRS,2433,22,0.009
2025,6,Finland,HFRS,36,0,0.0
2025,6,Germany,HFRS,166,0,0.0
2025,7,Argentina,HPS,44,13,0.2955
2025,7,Chile,HPS,17,4,0.2353
2025,7,Brazil,HPS,31,10,0.3226
2025,7,USA,HPS,2,0,0.0
2025,7,China,HFRS,849,4,0.0047
2025,7,Finland,HFRS,66,0,0.0
2025,7,Germany,HFRS,175,1,0.0057
2025,8,Argentina,HPS,11,4,0.3636
2025,8,Chile,HPS,16,5,0.3125
2025,8,Brazil,HPS,21,8,0.381
2025,8,USA,HPS,1,0,0.0
2025,8,China,HFRS,771,4,0.0052
2025,8,Finland,HFRS,29,0,0.0
2025,8,Germany,HFRS,123,1,0.0081
2025,9,Argentina,HPS,5,1,0.2
2025,9,Chile,HPS,4,1,0.25
2025,9,Brazil,HPS,9,2,0.2222
2025,9,USA,HPS,0,0,0.0
2025,9,China,HFRS,768,3,0.0039
2025,9,Finland,HFRS,40,0,0.0
2025,9,Germany,HFRS,24,0,0.0
2025,10,Argentina,HPS,8,2,0.25
2025,10,Chile,HPS,2,0,0.0
2025,10,Brazil,HPS,9,2,0.2222
2025,10,USA,HPS,2,0,0.0
2025,10,China,HFRS,312,2,0.0064
2025,10,Finland,HFRS,261,2,0.0077
2025,10,Germany,HFRS,53,0,0.0
2025,11,Argentina,HPS,4,1,0.25
2025,11,Chile,HPS,3,0,0.0
2025,11,Brazil,HPS,2,0,0.0
2025,11,USA,HPS,1,0,0.0
2025,11,China,HFRS,2109,14,0.0066
2025,11,Finland,HFRS,249,0,0.0
2025,11,Germany,HFRS,44,0,0.0
2025,12,Argentina,HPS,11,4,0.3636
2025,12,Chile,HPS,3,0,0.0
2025,12,Brazil,HPS,5,1,0.2
2025,12,USA,HPS,1,0,0.0
2025,12,China,HFRS,1740,12,0.0069
2025,12,Finland,HFRS,424,4,0.0094
2025,12,Germany,HFRS,33,0,0.0
2026,1,Argentina,HPS,6,2,0.3333
2026,1,Chile,HPS,2,0,0.0
2026,1,Brazil,HPS,4,1,0.25
2026,1,USA,HPS,1,0,0.0
2026,1,China,HFRS,953,6,0.0063
2026,1,Finland,HFRS,128,0,0.0
2026,1,Germany,HFRS,30,0,0.0
2026,2,Argentina,HPS,5,1,0.2
2026,2,Chile,HPS,2,0,0.0
2026,2,Brazil,HPS,9,3,0.3333
2026,2,USA,HPS,1,0,0.0
2026,2,China,HFRS,803,1,0.0012
2026,2,Finland,HFRS,92,0,0.0
2026,2,Germany,HFRS,15,0,0.0
2026,3,Argentina,HPS,13,4,0.3077
2026,3,Chile,HPS,1,0,0.0
2026,3,Brazil,HPS,5,1,0.2
2026,3,USA,HPS,1,0,0.0
2026,3,China,HFRS,385,2,0.0052
2026,3,Finland,HFRS,68,0,0.0
2026,3,Germany,HFRS,19,0,0.0
2026,4,Argentina,HPS,51,16,0.3137
2026,4,Chile,HPS,20,5,0.25
2026,4,Brazil,HPS,6,2,0.3333
2026,4,USA,HPS,1,0,0.0
2026,4,China,HFRS,602,2,0.0033
2026,4,Finland,HFRS,88,0,0.0
2026,4,Germany,HFRS,28,0,0.0
2026,5,Argentina,HPS,32,11,0.3438
2026,5,Chile,HPS,17,6,0.3529
2026,5,Brazil,HPS,27,8,0.2963
2026,5,USA,HPS,7,2,0.2857
2026,5,China,HFRS,1428,8,0.0056
2026,5,Finland,HFRS,45,0,0.0
2026,5,Germany,HFRS,163,0,0.0
